Time,Port Aileron,Starboard Aileron,Port Flap,Starboard Flap,Elevator,Rudder,Roll,Pitch,Yaw
1732897854.5935118,0,0,0,0,0,21,,,
1732897854.6457028,0,0,0,0,0,21,,,
1732897854.697758,0,0,0,0,0,21,,,
1732897854.749768,0,0,0,0,0,21,,,
1732897854.8019269,0,0,0,0,0,21,,,
1732897854.853428,0,0,0,0,0,21,,,
1732897854.9053922,0,0,0,0,0,21,,,
1732897854.9573781,0,0,0,0,0,21,,,
1732897855.0094268,0,0,0,0,0,21,,,
1732897855.061589,0,0,0,0,0,21,,,
1732897855.113031,0,0,0,0,0,21,,,
1732897855.1651661,0,0,0,0,0,21,,,
1732897855.217203,0,0,0,0,0,21,,,
1732897855.269301,0,0,0,0,0,21,,,
1732897855.321341,0,0,0,0,0,21,,,
1732897855.373535,0,0,0,0,0,21,,,
1732897855.4257169,0,0,0,0,0,21,,,
1732897855.477887,0,0,0,0,0,21,,,
1732897855.53,0,0,0,0,0,21,,,
1732897855.58221,0,0,0,0,0,21,,,
1732897855.634441,0,0,0,0,0,21,,,
1732897855.6865458,0,0,0,0,0,21,,,
1732897855.7378728,0,0,0,0,0,21,,,
1732897855.7901099,0,0,0,0,0,21,,,
1732897855.842303,0,0,0,0,0,21,,,
1732897855.894464,0,0,0,0,0,21,,,
1732897855.946476,0,0,0,0,0,21,,,
1732897855.998539,0,0,0,0,0,21,,,
1732897856.050805,0,0,0,0,0,21,,,
1732897856.102446,0,0,0,0,0,21,,,
1732897856.154387,0,0,0,0,0,21,,,
1732897856.206474,0,0,0,0,0,21,,,
1732897856.2578402,0,0,0,0,0,21,,,
1732897856.30991,0,0,0,0,0,21,,,
1732897856.3620439,0,0,0,0,0,21,,,
1732897856.413415,0,0,0,0,0,21,,,
1732897856.4656289,0,0,0,0,0,21,,,
1732897856.517854,0,0,0,0,0,21,,,
1732897856.5700202,0,0,0,0,0,21,,,
1732897856.6221151,0,0,0,0,0,21,,,
1732897856.6743522,0,0,0,0,0,21,,,
1732897856.7264378,0,0,0,0,0,21,,,
1732897856.778568,0,0,0,0,0,21,,,
1732897856.830751,0,0,0,0,0,21,,,
1732897856.882988,0,0,0,0,0,21,,,
1732897856.9351099,0,0,0,0,0,21,,,
1732897856.98896,0,0,0,0,0,21,,,
1732897857.0403259,0,0,0,0,0,21,,,
1732897857.0925472,0,0,0,0,0,21,,,
1732897857.1446168,0,0,0,0,0,21,,,
1732897857.196767,0,0,0,0,0,21,,,
1732897857.248843,0,0,0,0,0,21,,,
1732897857.3004532,0,0,0,0,0,21,,,
1732897857.351995,0,0,0,0,0,21,,,
1732897857.403548,0,0,0,0,0,21,,,
1732897857.455476,0,0,0,0,0,21,,,
1732897857.506816,0,0,0,0,0,21,,,
1732897857.5587761,0,0,0,0,0,21,,,
1732897857.611008,0,0,0,0,0,21,,,
1732897857.662922,0,0,0,0,0,21,,,
1732897857.71489,0,0,0,0,0,21,,,
1732897857.767083,0,0,0,0,0,21,,,
1732897857.819236,0,0,0,0,0,21,,,
1732897857.871433,0,0,0,0,0,21,,,
1732897857.9235232,0,0,0,0,0,21,,,
1732897857.9752069,0,0,0,0,0,21,,,
1732897858.026999,0,0,0,0,0,21,,,
1732897858.0791712,0,0,0,0,0,21,,,
1732897858.130715,0,0,0,0,0,21,,,
1732897858.182836,0,0,0,0,0,21,,,
1732897858.235085,0,0,0,0,0,21,,,
1732897858.287248,0,0,0,0,0,21,,,
1732897858.3392708,0,0,0,0,0,21,,,
1732897858.391222,0,0,0,0,0,21,,,
1732897858.44321,0,0,0,0,0,21,,,
1732897858.49543,0,0,0,0,0,21,,,
1732897858.547452,0,0,0,0,0,21,,,
1732897858.5997639,0,0,0,0,0,21,,,
1732897858.652025,0,0,0,0,0,21,,,
1732897858.7042959,0,0,0,0,0,21,,,
1732897858.756377,0,0,0,0,0,21,,,
1732897858.808653,0,0,0,0,0,21,,,
1732897858.860959,0,0,0,0,0,21,,,
1732897858.912231,0,0,0,0,0,21,,,
1732897858.9643142,0,0,0,0,0,21,,,
1732897859.0164769,0,0,0,0,0,21,,,
1732897859.068714,0,0,0,0,0,21,,,
1732897859.120509,0,0,0,0,0,21,,,
1732897859.17277,0,0,0,0,0,21,,,
1732897859.224982,0,0,0,0,0,21,,,
1732897859.277208,0,0,0,0,0,21,,,
1732897859.329341,0,0,0,0,0,21,,,
1732897859.3814762,0,0,0,0,0,21,,,
1732897859.433703,0,0,0,0,0,21,,,
1732897859.4859142,0,0,0,0,0,21,,,
1732897859.5381079,0,0,0,0,0,21,,,
1732897859.590397,0,0,0,0,0,21,,,
1732897859.642575,0,0,0,0,0,21,,,
1732897859.694825,0,0,0,0,0,21,,,
1732897859.746946,0,0,0,0,0,21,,,
1732897859.799178,0,0,0,0,0,21,,,
1732897859.851478,0,0,0,0,0,21,,,
1732897859.903598,0,0,0,0,0,21,,,
1732897859.955647,0,0,0,0,0,21,,,
1732897860.0075479,0,0,0,0,0,21,,,
1732897860.059625,0,0,0,0,0,21,,,
1732897860.112301,0,0,0,0,0,21,,,
1732897860.164743,0,0,0,0,0,21,,,
1732897860.217099,0,0,0,0,0,21,,,
1732897860.2693682,0,0,0,0,0,21,,,
1732897860.320676,0,0,0,0,0,21,,,
1732897860.3732228,0,0,0,0,0,21,,,
1732897860.42557,0,0,0,0,0,21,,,
1732897860.478176,0,0,0,0,0,21,,,
1732897860.530708,0,0,0,0,0,21,,,
1732897860.583172,0,0,0,0,0,21,,,
1732897860.6352751,0,0,0,0,0,21,,,
1732897860.687895,0,0,0,0,0,21,,,
1732897860.740387,0,0,0,0,0,21,,,
1732897860.792653,0,0,0,0,0,21,,,
1732897860.844938,0,0,0,0,0,21,,,
1732897860.897334,0,0,0,0,0,21,,,
1732897860.949156,0,0,0,0,0,21,,,
1732897861.00159,0,0,0,0,0,21,,,
1732897861.054301,0,0,0,0,0,21,,,
1732897861.1070452,0,0,0,0,0,21,,,
1732897861.159404,0,0,0,0,0,21,,,
1732897861.211788,0,0,0,0,0,21,,,
1732897861.264334,0,0,0,0,0,21,,,
1732897861.316681,0,0,0,0,0,21,,,
1732897861.369069,0,0,0,0,0,21,,,
1732897861.4218931,0,0,0,0,0,21,,,
1732897861.474039,0,0,0,0,0,21,,,
1732897861.5265212,0,0,0,0,0,21,,,
1732897861.578706,0,0,0,0,0,21,,,
1732897861.6312819,0,0,0,0,0,21,,,
1732897861.683857,0,0,0,0,0,21,,,
1732897861.736057,0,0,0,0,0,21,,,
1732897861.788278,0,0,0,0,0,21,,,
1732897861.840669,0,0,0,0,0,21,,,
1732897861.893327,0,0,0,0,0,21,,,
1732897861.945257,0,0,0,0,0,21,,,
1732897861.997775,0,0,0,0,0,21,,,
1732897862.050261,0,0,0,0,0,21,,,
1732897862.102898,0,0,0,0,0,21,,,
1732897862.155189,0,0,0,0,0,21,,,
1732897862.2076411,0,0,0,0,0,21,,,
1732897862.260114,0,0,0,0,0,21,,,
1732897862.312717,0,0,0,0,0,21,,,
1732897862.365101,0,0,0,0,0,21,,,
1732897862.417661,0,0,0,0,0,21,,,
1732897862.47035,0,0,0,0,0,21,,,
1732897862.523081,0,0,0,0,0,21,,,
1732897862.575299,0,0,0,0,0,21,,,
1732897862.627819,0,0,0,0,0,21,,,
1732897862.680585,0,0,0,0,0,21,,,
1732897862.733174,0,0,0,0,0,21,,,
1732897862.78594,0,0,0,0,0,21,,,
1732897862.838424,0,0,0,0,0,21,,,
1732897862.8914711,0,0,0,0,0,21,,,
1732897862.9437702,0,0,0,0,0,21,,,
1732897862.9962509,0,0,0,0,0,21,,,
1732897863.048692,0,0,0,0,0,21,,,
1732897863.101572,0,0,0,0,0,21,,,
1732897863.153984,0,0,0,0,0,21,,,
1732897863.206688,0,0,0,0,0,21,,,
1732897863.25916,0,0,0,0,0,21,,,
1732897863.311693,0,0,0,0,0,21,,,
1732897863.364307,0,0,0,0,0,21,,,
1732897863.416708,0,0,0,0,0,21,,,
1732897863.469375,0,0,0,0,0,21,,,
1732897863.521662,0,0,0,0,0,21,,,
1732897863.574274,0,0,0,0,0,21,,,
1732897863.6270761,0,0,0,0,0,21,,,
1732897863.6798441,0,0,0,0,0,21,,,
1732897863.7324748,0,0,0,0,0,21,,,
1732897863.784918,0,0,0,0,0,21,,,
1732897863.8372328,0,0,0,0,0,21,,,
1732897863.8900712,0,0,0,0,0,21,,,
1732897863.942351,0,0,0,0,0,21,,,
1732897863.9942021,0,0,0,0,0,21,,,
1732897864.0467598,0,0,0,0,0,21,,,
1732897864.098986,0,0,0,0,0,21,,,
1732897864.151395,0,0,0,0,0,21,,,
1732897864.2040179,0,0,0,0,0,21,,,
1732897864.2563462,0,0,0,0,0,21,,,
1732897864.309015,0,0,0,0,0,21,,,
1732897864.3615732,0,0,0,0,0,21,,,
1732897864.414093,0,0,0,0,0,21,,,
1732897864.46675,0,0,0,0,0,21,,,
1732897864.519412,0,0,0,0,0,21,,,
1732897864.5712209,0,0,0,0,0,21,,,
1732897864.623243,0,0,0,0,0,21,,,
1732897864.675404,0,0,0,0,0,21,,,
1732897864.72756,0,0,0,0,0,21,,,
1732897864.7795289,0,0,0,0,0,21,,,
1732897864.8320022,0,0,0,0,0,21,,,
1732897864.884833,0,0,0,0,0,21,,,
1732897864.937414,0,0,0,0,0,21,,,
1732897864.989974,0,0,0,0,0,21,,,
1732897865.042607,0,0,0,0,0,21,,,
1732897865.095327,0,0,0,0,0,21,,,
1732897865.147858,0,0,0,0,0,21,,,
1732897865.200008,0,0,0,0,0,21,,,
1732897865.2526112,0,0,0,0,0,21,,,
1732897865.305345,0,0,0,0,0,21,,,
1732897865.357365,0,0,0,0,0,21,,,
1732897865.41002,0,0,0,0,0,21,,,
1732897865.461977,0,0,0,0,0,21,,,
1732897865.514579,0,0,0,0,0,21,,,
1732897865.5673332,0,0,0,0,0,21,,,
1732897865.6197708,0,0,0,0,0,21,,,
1732897865.6722481,0,0,0,0,0,21,,,
1732897865.7250938,0,0,0,0,0,21,,,
1732897865.777826,0,0,0,0,0,21,,,
1732897865.830558,0,0,0,0,0,21,,,
1732897865.883412,0,0,0,0,0,21,,,
1732897865.936259,0,0,0,0,0,21,,,
1732897865.988991,0,0,0,0,0,21,,,
1732897866.041787,0,0,0,0,0,21,,,
1732897866.0944462,0,0,0,0,0,21,,,
1732897866.1471019,0,0,0,0,0,21,,,
1732897866.199483,0,0,0,0,0,21,,,
1732897866.252324,0,0,0,0,0,21,,,
1732897866.304988,0,0,0,0,0,21,,,
1732897866.357109,0,0,0,0,0,21,,,
1732897866.4096909,0,0,0,0,0,21,,,
1732897866.462146,0,0,0,0,0,21,,,
1732897866.514933,0,0,0,0,0,21,,,
1732897866.567399,0,0,0,0,0,21,,,
1732897866.619869,0,0,0,0,0,21,,,
1732897866.6724741,0,0,0,0,0,21,,,
1732897866.724988,0,0,0,0,0,21,,,
1732897866.777482,0,0,0,0,0,21,,,
1732897866.830084,0,0,0,0,0,21,,,
1732897866.882613,0,0,0,0,0,21,,,
1732897866.935276,0,0,0,0,0,21,,,
1732897866.987683,0,0,0,0,0,21,,,
1732897867.040333,0,0,0,0,0,21,,,
1732897867.0931818,0,0,0,0,0,21,,,
1732897867.1460009,0,0,0,0,0,21,,,
1732897867.1985059,0,0,0,0,0,21,,,
1732897867.250839,0,0,0,0,0,21,,,
1732897867.302722,0,0,0,0,0,21,,,
1732897867.355009,0,0,0,0,0,21,,,
1732897867.40735,0,0,0,0,0,21,,,
1732897867.460067,0,0,0,0,0,21,,,
1732897867.512792,0,0,0,0,0,21,,,
1732897867.564385,0,0,0,0,0,21,,,
1732897867.61687,0,0,0,0,0,21,,,
1732897867.668706,0,0,0,0,0,21,,,
1732897867.721238,0,0,0,0,0,21,,,
1732897867.773665,0,0,0,0,0,21,,,
1732897867.8261771,0,0,0,0,0,21,,,
1732897867.878888,0,0,0,0,0,21,,,
1732897867.931202,0,0,0,0,0,21,,,
1732897867.983503,0,0,0,0,0,21,,,
1732897868.035882,0,0,0,0,0,21,,,
1732897868.0885608,0,0,0,0,0,21,,,
1732897868.140652,0,0,0,0,0,21,,,
1732897868.192578,0,0,0,0,0,21,,,
1732897868.2444139,0,0,0,0,0,21,,,
1732897868.2961621,0,0,0,0,0,21,,,
1732897868.348456,0,0,0,0,0,21,,,
1732897868.400332,0,0,0,0,0,21,,,
1732897868.452814,0,0,0,0,0,21,,,
1732897868.505505,0,0,0,0,0,21,,,
1732897868.557326,0,0,0,0,0,21,,,
1732897868.609966,0,0,0,0,0,21,,,
1732897868.6625888,0,0,0,0,0,21,,,
1732897868.7152388,0,0,0,0,0,21,,,
1732897868.767824,0,0,0,0,0,21,,,
1732897868.820203,0,0,0,0,0,21,,,
1732897868.87251,0,0,0,0,0,21,,,
1732897868.92519,0,0,0,0,0,21,,,
1732897868.977258,0,0,0,0,0,21,,,
1732897869.029726,0,0,0,0,0,21,,,
1732897869.082133,0,0,0,0,0,21,,,
1732897869.1342962,0,0,0,0,0,21,,,
1732897869.186924,0,0,0,0,0,21,,,
1732897869.2396228,0,0,0,0,0,21,,,
1732897869.291795,0,0,0,0,0,21,,,
1732897869.344267,0,0,0,0,0,21,,,
1732897869.396634,0,0,0,0,0,21,,,
1732897869.44941,0,0,0,0,0,21,,,
1732897869.502112,0,0,0,0,0,21,,,
1732897869.5548959,0,0,0,0,0,21,,,
1732897869.607533,0,0,0,0,0,21,,,
1732897869.660257,0,0,0,0,0,21,,,
1732897869.712896,0,0,0,0,0,21,,,
1732897869.765259,0,0,0,0,0,21,,,
1732897869.817844,0,0,0,0,0,21,,,
1732897869.870481,0,0,0,0,0,21,,,
1732897869.922901,0,0,0,0,0,21,,,
1732897869.9754229,0,0,0,0,0,21,,,
1732897870.027972,0,0,0,0,0,21,,,
1732897870.080538,0,0,0,0,0,21,,,
1732897870.1330361,0,0,0,0,0,21,,,
1732897870.1848252,0,0,0,0,0,21,,,
1732897870.23756,0,0,0,0,0,21,,,
1732897870.290153,0,0,0,0,0,21,,,
1732897870.342613,0,0,0,0,0,21,,,
1732897870.3940191,0,0,0,0,0,21,,,
1732897870.446455,0,0,0,0,0,21,,,
1732897870.498474,0,0,0,0,0,21,,,
1732897870.551202,0,0,0,0,0,21,,,
1732897870.603374,0,0,0,0,0,21,,,
1732897870.655952,0,0,0,0,0,21,,,
1732897870.708467,0,0,0,0,0,21,,,
1732897870.7607439,0,0,0,0,0,21,,,
1732897870.813324,0,0,0,0,0,21,,,
1732897870.8660989,0,0,0,0,0,21,,,
1732897870.9188979,0,0,0,0,0,21,,,
1732897870.971574,0,0,0,0,0,21,,,
1732897871.0241868,0,0,0,0,0,21,,,
1732897871.0769181,0,0,0,0,0,21,,,
1732897871.12945,0,0,0,0,0,21,,,
1732897871.181771,0,0,0,0,0,21,,,
1732897871.234495,0,0,0,0,0,21,,,
1732897871.28703,0,0,0,0,0,21,,,
1732897871.339679,0,0,0,0,0,21,,,
1732897871.3919291,0,0,0,0,0,21,,,
1732897871.443716,0,0,0,0,0,21,,,
1732897871.496161,0,0,0,0,0,21,,,
1732897871.548641,0,0,0,0,0,21,,,
1732897871.60027,0,0,0,0,0,21,,,
1732897871.6530392,0,0,0,0,0,21,,,
1732897871.705494,0,0,0,0,0,21,,,
1732897871.758113,0,0,0,0,0,21,,,
1732897871.810517,0,0,0,0,0,21,,,
1732897871.863355,0,0,0,0,0,21,,,
1732897871.916194,0,0,0,0,0,21,,,
1732897871.96863,0,0,0,0,0,21,,,
1732897872.02109,0,0,0,0,0,21,,,
1732897872.0737548,0,0,0,0,0,21,,,
1732897872.126474,0,0,0,0,0,21,,,
1732897872.1791759,0,0,0,0,0,21,,,
1732897872.231879,0,0,0,0,0,21,,,
1732897872.284432,0,0,0,0,0,21,,,
1732897872.337229,0,0,0,0,0,21,,,
1732897872.389766,0,0,0,0,0,21,,,
1732897872.44228,0,0,0,0,0,21,,,
1732897872.494933,0,0,0,0,0,21,,,
1732897872.547009,0,0,0,0,0,21,,,
1732897872.599267,0,0,0,0,0,21,,,
1732897872.651933,0,0,0,0,0,21,,,
1732897872.7043252,0,0,0,0,0,21,,,
1732897872.7569752,0,0,0,0,0,21,,,
1732897872.80933,0,0,0,0,0,21,,,
1732897872.86218,0,0,0,0,0,21,,,
1732897872.9147651,0,0,0,0,0,21,,,
1732897872.967343,0,0,0,0,0,21,,,
1732897873.019687,0,0,0,0,0,21,,,
1732897873.072361,0,0,0,0,0,21,,,
1732897873.1251688,0,0,0,0,0,21,,,
1732897873.177848,0,0,0,0,0,21,,,
1732897873.230449,0,0,0,0,0,21,,,
1732897873.2831721,0,0,0,0,0,21,,,
1732897873.3357692,0,0,0,0,0,21,,,
1732897873.388255,0,0,0,0,0,21,,,
1732897873.440701,0,0,0,0,0,21,,,
1732897873.493137,0,0,0,0,0,21,,,
1732897873.545949,0,0,0,0,0,21,,,
1732897873.5980558,0,0,0,0,0,21,,,
1732897873.649992,0,0,0,0,0,21,,,
1732897873.701589,0,0,0,0,0,21,,,
1732897873.754234,0,0,0,0,0,21,,,
1732897873.806347,0,0,0,0,0,21,,,
1732897873.85745,0,0,0,0,0,21,,,
1732897873.908967,0,0,0,0,0,21,,,
1732897873.96057,0,0,0,0,0,21,,,
1732897874.012501,0,0,0,0,0,21,,,
1732897874.064835,0,0,0,0,0,21,,,
1732897874.1170812,0,0,0,0,0,21,,,
1732897874.169413,0,0,0,0,0,21,,,
1732897874.221697,0,0,0,0,0,21,,,
1732897874.2740748,0,0,0,0,0,21,,,
1732897874.326463,0,0,0,0,0,21,,,
1732897874.3787992,0,0,0,0,0,21,,,
1732897874.431555,0,0,0,0,0,21,,,
1732897874.484431,0,0,0,0,0,21,,,
1732897874.537196,0,0,0,0,0,21,,,
1732897874.589996,0,0,0,0,0,21,,,
1732897874.642566,0,0,0,0,0,21,,,
1732897874.6953092,0,0,0,0,0,21,,,
1732897874.748022,0,0,0,0,0,21,,,
1732897874.800718,0,0,0,0,0,21,,,
1732897874.853153,0,0,0,0,0,21,,,
1732897874.905725,0,0,0,0,0,21,,,
1732897874.958333,0,0,0,0,0,21,,,
1732897875.01012,0,0,0,0,0,21,,,
1732897875.062762,0,0,0,0,0,21,,,
1732897875.115533,0,0,0,0,0,21,,,
1732897875.1682959,0,0,0,0,0,21,,,
1732897875.2205272,0,0,0,0,0,21,,,
1732897875.273366,0,0,0,0,0,21,,,
1732897875.3264,0,0,0,0,0,21,,,
1732897875.3789282,0,0,0,0,0,21,,,
1732897875.431332,0,0,0,0,0,21,,,
1732897875.483744,0,0,0,0,0,21,,,
1732897875.53634,0,0,0,0,0,21,,,
1732897875.5888152,0,0,0,0,0,21,,,
1732897875.6411068,0,0,0,0,0,21,,,
1732897875.693857,0,0,0,0,0,21,,,
1732897875.74644,0,0,0,0,0,21,,,
1732897875.798765,0,0,0,0,0,21,,,
1732897875.8513331,0,0,0,0,0,21,,,
1732897875.903796,0,0,0,0,0,21,,,
1732897875.956308,0,0,0,0,0,21,,,
1732897876.008636,0,0,0,0,0,21,,,
1732897876.061075,0,0,0,0,0,21,,,
1732897876.113612,0,0,0,0,0,21,,,
1732897876.165965,0,0,0,0,0,21,,,
1732897876.2176142,0,0,0,0,0,21,,,
1732897876.270185,0,0,0,0,0,21,,,
1732897876.322796,0,0,0,0,0,21,,,
1732897876.375326,0,0,0,0,0,21,,,
1732897876.4274611,0,0,0,0,0,21,,,
1732897876.4798982,0,0,0,0,0,21,,,
1732897876.5324302,0,0,0,0,0,21,,,
1732897876.585047,0,0,0,0,0,21,,,
1732897876.637364,0,0,0,0,0,21,,,
1732897876.689954,0,0,0,0,0,21,,,
1732897876.7425,0,0,0,0,0,21,,,
1732897876.79502,0,0,0,0,0,21,,,
1732897876.8473952,0,0,0,0,0,21,,,
1732897876.899936,0,0,0,0,0,21,,,
1732897876.9514308,0,0,0,0,0,21,,,
1732897877.003053,0,0,0,0,0,21,,,
1732897877.054786,0,0,0,0,0,21,,,
1732897877.106837,0,0,0,0,0,21,,,
1732897877.159033,0,0,0,0,0,21,,,
1732897877.211175,0,0,0,0,0,21,,,
1732897877.263286,0,0,0,0,0,21,,,
1732897877.315434,0,0,0,0,0,21,,,
1732897877.367585,0,0,0,0,0,21,,,
1732897877.419768,0,0,0,0,0,21,,,
1732897877.471832,0,0,0,0,0,21,,,
1732897877.524062,0,0,0,0,0,21,,,
1732897877.575862,0,0,0,0,0,21,,,
1732897877.627615,0,0,0,0,0,21,,,
1732897877.679766,0,0,0,0,0,21,,,
1732897877.731884,0,0,0,0,0,21,,,
1732897877.78403,0,0,0,0,0,21,,,
1732897877.836,0,0,0,0,0,21,,,
1732897877.887519,0,0,0,0,0,21,,,
1732897877.939305,0,0,0,0,0,21,,,
1732897877.991308,0,0,0,0,0,21,,,
1732897878.043479,0,0,0,0,0,21,,,
1732897878.0960739,0,0,0,0,0,21,,,
1732897878.148608,0,0,0,0,0,21,,,
1732897878.201059,0,0,0,0,0,21,,,
1732897878.253345,0,0,0,0,0,21,,,
1732897878.30511,0,0,0,0,0,21,,,
1732897878.3567412,0,0,0,0,0,21,,,
1732897878.4079192,0,0,0,0,0,21,,,
1732897878.459559,0,0,0,0,0,21,,,
1732897878.510887,0,0,0,0,0,21,,,
1732897878.5624378,0,0,0,0,0,21,,,
1732897878.6145332,0,0,0,0,0,21,,,
1732897878.666574,0,0,0,0,0,21,,,
1732897878.718697,0,0,0,0,0,21,,,
1732897878.769801,0,0,0,0,0,21,,,
1732897878.821655,0,0,0,0,0,21,,,
1732897878.873536,0,0,0,0,0,21,,,
1732897878.9253728,0,0,0,0,0,21,,,
1732897878.9771369,0,0,0,0,0,21,,,
1732897879.028842,0,0,0,0,0,21,,,
1732897879.081055,0,0,0,0,0,21,,,
1732897879.133884,0,0,0,0,0,21,,,
1732897879.1860778,0,0,0,0,0,21,,,
1732897879.237716,0,0,0,0,0,21,,,
1732897879.289668,0,0,0,0,0,21,,,
1732897879.3414972,0,0,0,0,0,21,,,
1732897879.3932538,0,0,0,0,0,21,,,
1732897879.444371,0,0,0,0,0,21,,,
1732897879.4963331,0,0,0,0,0,21,,,
1732897879.5487201,0,0,0,0,0,21,,,
1732897879.601432,0,0,0,0,0,21,,,
1732897879.653274,0,0,0,0,0,21,,,
1732897879.705467,0,0,0,0,0,21,,,
1732897879.756722,0,0,0,0,0,21,,,
1732897879.80863,0,0,0,0,0,21,,,
1732897879.8604941,0,0,0,0,0,21,,,
1732897879.912575,0,0,0,0,0,21,,,
1732897879.964919,0,0,0,0,0,21,,,
1732897880.0168152,0,0,0,0,0,21,,,
1732897880.069186,0,0,0,0,0,21,,,
1732897880.12139,0,0,0,0,0,21,,,
1732897880.1740532,0,0,0,0,0,21,,,
1732897880.22645,0,0,0,0,0,21,,,
1732897880.278744,0,0,0,0,0,21,,,
1732897880.3311749,0,0,0,0,0,21,,,
1732897880.383838,0,0,0,0,0,21,,,
1732897880.436361,0,0,0,0,0,21,,,
1732897880.489107,0,0,0,0,0,21,,,
1732897880.5417979,0,0,0,0,0,21,,,
1732897880.5943859,0,0,0,0,0,21,,,
1732897880.646764,0,0,0,0,0,21,,,
1732897880.6993868,0,0,0,0,0,21,,,
1732897880.751887,0,0,0,0,0,21,,,
1732897880.8044548,0,0,0,0,0,21,,,
1732897880.856287,0,0,0,0,0,21,,,
1732897880.908486,0,0,0,0,0,21,,,
1732897880.960706,0,0,0,0,0,21,,,
1732897881.012813,0,0,0,0,0,21,,,
1732897881.0649579,0,0,0,0,0,21,,,
1732897881.117195,0,0,0,0,0,21,,,
1732897881.1689222,0,0,0,0,0,21,,,
1732897881.220452,0,0,0,0,0,21,,,
1732897881.272537,0,0,0,0,0,21,,,
1732897881.324186,0,0,0,0,0,21,,,
1732897881.378926,0,0,0,0,0,21,,,
1732897881.430544,0,0,0,0,0,21,,,
1732897881.482592,0,0,0,0,0,21,,,
1732897881.534673,0,0,0,0,0,21,,,
1732897881.58689,0,0,0,0,0,21,,,
1732897881.639252,0,0,0,0,0,21,,,
1732897881.69153,0,0,0,0,0,21,,,
1732897881.743804,0,0,0,0,0,21,,,
1732897881.796104,0,0,0,0,0,21,,,
1732897881.8473768,0,0,0,0,0,21,,,
1732897881.899714,0,0,0,0,0,21,,,
1732897881.952032,0,0,0,0,0,21,,,
1732897882.004151,0,0,0,0,0,21,,,
1732897882.056088,0,0,0,0,0,21,,,
1732897882.1084101,0,0,0,0,0,21,,,
1732897882.1606982,0,0,0,0,0,21,,,
1732897882.212886,0,0,0,0,0,21,,,
1732897882.26497,0,0,0,0,0,21,,,
1732897882.317235,0,0,0,0,0,21,,,
1732897882.3695092,0,0,0,0,0,21,,,
1732897882.421678,0,0,0,0,0,21,,,
1732897882.473632,0,0,0,0,0,21,,,
1732897882.525923,0,0,0,0,0,21,,,
1732897882.578193,0,0,0,0,0,21,,,
